ENCUESTADOR;DEPTO;MUPIO;SECTOR;ESTRUCTURA;VIVIENDA;HOGAR;CP;CAPITULO;SECCION;PREGUNTA;DEFINICION DE INCONSISTENCIA;CODIGO ERROR;COMENTARIOS;;
3100.0;12.0;2.0;13699.0;36.0;21.0;3.0;0.0;1;J4;1;"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J40104;;06B02703;1
3135.0;3.0;6.0;6086.0;68.0;38.0;5.0;0.0;1;J4;1;"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J40104;;07A00103;3
3099.0;16.0;9.0;20279.0;134.0;118.0;5.0;0.0;2;A;1;"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A05 o P02A05A";02A00105;;08A00201;9
3109.0;4.0;1.0;6433.0;166.0;137.0;6.0;0.0;2;A;1;"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A05 o P02A05A";02A00105;;08A00203;1
3090.0;19.0;4.0;23210.0;55.0;28.0;3.0;0.0;2;A;1;"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A05 o P02A05A";02A00105;;08A00204;4
3109.0;4.0;1.0;6433.0;166.0;137.0;6.0;0.0;2;A;1;"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A04 o P02A04B";02A00107;;08A00301;9
3017.0;6.0;5.0;8843.0;34.0;14.0;1.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;08A00302;9
3141.0;21.0;1.0;24265.0;121.0;96.0;6.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;09A00101;1
3140.0;21.0;1.0;24265.0;82.0;62.0;1.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;09A00102;1
3140.0;21.0;1.0;24265.0;65.0;45.0;3.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;09A00103;1
3109.0;4.0;1.0;6433.0;137.0;112.0;5.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;09B00101;1
3109.0;4.0;1.0;6433.0;137.0;112.0;5.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;09B00102;1
3036.0;20.0;5.0;23845.0;177.0;125.0;4.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;09C00101;1
3022.0;1.0;15.0;966.0;158.0;169.0;10.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;09C00102;2
3121.0;5.0;5.0;7860.0;102.0;67.0;6.0;0.0;2;B;4;Si la respueta fue 1, la siguientes variables tienen informacion;02B00401;;09G00104;46
3108.0;18.0;3.0;22567.0;25.0;14.0;2.0;0.0;2;B;5;Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion;02B00501;;09H00101;1
3108.0;18.0;3.0;22567.0;44.0;31.0;4.0;0.0;2;B;5;Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion;02B00501;;09I 0102;1
3028.0;14.0;4.0;17550.0;117.0;73.0;8.0;0.0;2;B;5;Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion;02B00501;;09I00101;1
3067.0;18.0;3.0;22567.0;83.0;56.0;7.0;0.0;2;B;5;Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion;02B00501;;10A00201;10
3104.0;16.0;1.0;19678.0;109.0;74.0;1.0;0.0;2;B;5;Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion;02B00501;;10A00203;1
3037.0;3.0;6.0;6086.0;22.0;11.0;2.0;0.0;2;B;5;Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion;02B00501;;10A00204;2
3054.0;18.0;4.0;22797.0;26.0;21.0;2.0;5.0;3;B;1;Si la persona tiene mas de 7 años debe dar alguna respuesta (1,2);03B00103;;10A00205;2
3060.0;12.0;2.0;13783.0;18.0;11.0;2.0;;4;A;1;"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2";04A00101;;10A00301;4
3072.0;7.0;8.0;9713.0;59.0;28.0;8.0;;4;A;1;"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2";04A00101;;10A00312;13
3128.0;15.0;1.0;18892.0;169.0;103.0;1.0;;4;A;1;"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2";04A00101;;10A00401;5
3055.0;10.0;13.0;12771.0;242.0;188.0;7.0;3.0;4;A;2;Responder nivel educativo del padre cuando la respuesta sea SI en la pregunta 1;04A00201;;10A00403;4
3003.0;5.0;5.0;7860.0;158.0;106.0;9.0;3.0;4;A;2;Responder nivel educativo del padre cuando la respuesta sea SI en la pregunta 1;04A00201;;10A00501;2
3007.0;14.0;4.0;17550.0;66.0;35.0;4.0;5.0;4;A;2;Responder nivel educativo del padre cuando la respuesta sea SI en la pregunta 1;04A00201;;10B00101;1
3055.0;10.0;13.0;12771.0;242.0;188.0;7.0;3.0;4;A;3;Responder cualquier idioma que habla el padre cuando la respuesta sea SI en la pregunta 1;04A00301;;10B00103;1
3007.0;14.0;4.0;17550.0;66.0;35.0;4.0;5.0;4;A;3;Responder cualquier idioma que habla el padre cuando la respuesta sea SI en la pregunta 1;04A00301;;10B00501;2
3060.0;12.0;2.0;13783.0;18.0;11.0;2.0;;4;A;4;"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2";04A00401;;10B00802;2
3072.0;7.0;8.0;9713.0;59.0;28.0;8.0;;4;A;4;"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2";04A00401;;10B00901;2
3128.0;15.0;1.0;18892.0;169.0;103.0;1.0;;4;A;4;"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2";04A00401;;10B01001;1
3138.0;17.0;6.0;21606.0;41.0;23.0;2.0;3.0;4;A;5;Responder nivel educativo de la madre cuando la respuesta sea SI en la pregunta 4;04A00501;;10B01101;4
3060.0;12.0;2.0;13783.0;18.0;11.0;2.0;;4;A;7;Responder un pueblo de origen fuera de rango diferente de 1 hasta 6;04A00701;;10B01102;4
3072.0;7.0;8.0;9713.0;59.0;28.0;8.0;;4;A;7;Responder un pueblo de origen fuera de rango diferente de 1 hasta 6;04A00701;;10B01103;4
3128.0;15.0;1.0;18892.0;169.0;103.0;1.0;;4;A;7;Responder un pueblo de origen fuera de rango diferente de 1 hasta 6;04A00701;;10B01104;4
3038.0;3.0;6.0;6064.0;134.0;126.0;6.0;2.0;4;A;9;"Responder ""SI o NO"" si se utiliza vestimenta maya, garífuna, afrodescendiente o xinka, si el pueblo NO corresponde a los ya mencionados";04A00902;;10B01105;4
3099.0;16.0;9.0;20279.0;264.0;213.0;9.0;7.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno tiene una discapacidad;04A01101;;10B01106;4
3060.0;12.0;2.0;13783.0;3.0;3.0;1.0;4.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla;04A01102;;10B01107;4
3021.0;4.0;6.0;6876.0;192.0;145.0;5.0;7.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla;04A01102;;10B01108;4
3115.0;11.0;7.0;13425.0;102.0;86.0;6.0;7.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla;04A01102;;10B01109;4
3124.0;2.0;1.0;5508.0;106.0;61.0;5.0;3.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla;04A01102;;10B01110;4
3002.0;4.0;1.0;6378.0;49.0;26.0;5.0;4.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla;04A01102;;10C00617;12
3041.0;21.0;3.0;24570.0;47.0;26.0;8.0;3.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla;04A01102;;10C00822;12
3051.0;20.0;5.0;23845.0;6.0;4.0;1.0;12.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla;04A01102;;10C00826;4
3021.0;4.0;6.0;6876.0;192.0;145.0;5.0;7.0;4;A;12;Pregunta que idioma habla con mas frecuencia cuando en el idioma materno dice que aún no habla;04A01202;;10C00930;12
3124.0;2.0;1.0;5508.0;106.0;61.0;5.0;3.0;4;A;12;Pregunta que idioma habla con mas frecuencia cuando en el idioma materno dice que aún no habla;04A01202;;10C00933;3
3051.0;20.0;5.0;23845.0;6.0;4.0;1.0;12.0;4;A;12;Pregunta que idioma habla con mas frecuencia cuando en el idioma materno dice que aún no habla;04A01202;;10C01036;12
3137.0;10.0;10.0;12644.0;111.0;88.0;2.0;2.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10C01356;13
3108.0;18.0;3.0;22567.0;44.0;31.0;4.0;3.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10C01458;13
3069.0;10.0;10.0;12644.0;175.0;141.0;8.0;4.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10C01562;2
3108.0;18.0;3.0;22567.0;14.0;5.0;1.0;11.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10C01666;13
3143.0;21.0;1.0;24407.0;117.0;90.0;4.0;5.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10C01669;13
3134.0;9.0;17.0;11679.0;168.0;95.0;7.0;3.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10C01672;13
3065.0;19.0;3.0;23109.0;209.0;125.0;10.0;3.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10C01675;13
3116.0;2.0;5.0;5680.0;104.0;68.0;5.0;4.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10C01678;13
3048.0;6.0;11.0;9148.0;91.0;72.0;6.0;2.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10C017101;13
3051.0;20.0;5.0;23845.0;86.0;64.0;5.0;9.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10C01781;13
3099.0;16.0;9.0;20279.0;264.0;213.0;9.0;7.0;4;A;13;Se respondio a la pregunta con quien aprendio a hablar el idioma que mas habla cuando se tiene una discapacidad para hablar;04A01301;;10C01784;13
3021.0;4.0;6.0;6876.0;192.0;145.0;5.0;7.0;4;A;13;Responder a con quien aprendio a hablar el idioma que mas habla cuadno aun no habla;04A01302;;10C01787;13
3115.0;11.0;7.0;13425.0;102.0;86.0;6.0;7.0;4;A;13;Responder a con quien aprendio a hablar el idioma que mas habla cuadno aun no habla;04A01302;;10C01790;13
3124.0;2.0;1.0;5508.0;106.0;61.0;5.0;3.0;4;A;13;Responder a con quien aprendio a hablar el idioma que mas habla cuadno aun no habla;04A01302;;10C01793;13
3002.0;4.0;1.0;6378.0;49.0;26.0;5.0;4.0;4;A;13;Responder a con quien aprendio a hablar el idioma que mas habla cuadno aun no habla;04A01302;;10C01796;13
3116.0;2.0;5.0;5680.0;104.0;68.0;5.0;4.0;5;A;4;Verifique Sección A Pregunta 4. Reportó respuesta a la pregunta de cual fue la razón principal por la que dejó de darle pecho,  pero en la pregunta 3 respondío que todavía le esta dando pecho. Tuvo que haber hecho un salto de la pregunta 3 a la pregunta 5.;05A00403;;10C01799;13
3073.0;8.0;1.0;10002.0;156.0;102.0;6.0;6.0;5;A;4;Verifique Sección A Pregunta 4. Reportó respuesta a la pregunta de cual fue la razón principal por la que dejó de darle pecho,  pero en la pregunta 3 respondío que todavía le esta dando pecho. Tuvo que haber hecho un salto de la pregunta 3 a la pregunta 5.;05A00403;;10C01801;1
3002.0;4.0;1.0;6378.0;79.0;45.0;8.0;6.0;5;A;5;Verifique Sección A Pregunta 5. El niño es mayor a 2 años de edad y se reporta respuesta a la pregunta. Esta sección es sólo para niños menores o igual a 2 años de edad.;05A00501;;10C01803;13
3002.0;4.0;1.0;6378.0;79.0;45.0;8.0;6.0;5;A;7;Personas de más de 2 años en una sección para niños menores o igual a 2 años;05A00701;;10C02001;4
3121.0;5.0;5.0;7860.0;38.0;27.0;3.0;1.0;5;B;1;Verifique Sección B, Pregunta 1. El niño es mayor a 6 años de edad y se reporta respuesta a la pregunta. Esta sección es sólo para niños menores o igual a 6 años de edad.   ;05B00101;;10C02002;13
3002.0;4.0;1.0;6378.0;79.0;45.0;8.0;6.0;5;B;1;Verifique Sección B, Pregunta 1. El niño es mayor a 6 años de edad y se reporta respuesta a la pregunta. Esta sección es sólo para niños menores o igual a 6 años de edad.   ;05B00101;;10C02104;13
3002.0;4.0;1.0;6378.0;79.0;45.0;8.0;6.0;5;B;2;Verifique Sección B Pregunta 2. El niño es mayor a 6 años de edad y se reporta respuesta a la pregunta. Esta sección es sólo para niños menores o igual a 6 años de edad.  ;05B00201;;10C02105;13
3002.0;4.0;1.0;6378.0;79.0;45.0;8.0;6.0;5;B;3;Verifique Sección B Pregunta 3. El niño es mayor a 6 años de edad y se reporta respuesta a la pregunta. Esta sección es sólo para niños manores o igual a 6 años de edad.  ;05B00301;;10C02203;1
3116.0;2.0;5.0;5680.0;104.0;68.0;5.0;4.0;5;B;3;Verifique Sección B Pregunta 3. Respondió la cantidad de dosis que recibió de la vacuna Pentavalente cuando en la pregunta anterior respondió que no recibió la vacuna. ;05B00302;;10C02204;5
3002.0;4.0;1.0;6378.0;79.0;45.0;8.0;6.0;5;B;4;Verifique Seccion B Pregunta 4. El niño es mayor a 6 años de edad y se reporta respuesta a la pregunta. Esta sección es sólo para niños menores o igual a 6 años de edad.  ;05B00401;;10C02304;5
3002.0;4.0;1.0;6378.0;79.0;45.0;8.0;6.0;5;B;5;Verifique Sección B Pregunta 5. El niño es mayor a 6 años de edad y se reporta respuesta a la pregunta. Esta sección es sólo para niños menores o igual a 6 años de edad.  ;05B00502;;10C02409;1
3002.0;4.0;1.0;6378.0;79.0;45.0;8.0;6.0;5;B;6;Verifique Sección B Pregunta 6. El niño es mayor a 6 años de edad y se reporta respuesta a la pregunta. Esta sección es sólo para niño menores o igual a 6 años de edad.  ;05B00601;;10C02504;3
3002.0;4.0;1.0;6378.0;79.0;45.0;8.0;6.0;5;B;7;Verifique Sección B Pregunta 7. El niño es mayor a 6 años de edad y se reporta respuesta a la pregunta. Esta sección es sólo para niños menores o igual a 6 años de edad.   ;05B00701;;10C02507;4
3105.0;9.0;9.0;11337.0;52.0;36.0;3.0;3.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C02602;8
3033.0;14.0;1.0;17326.0;29.0;18.0;2.0;3.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C02605;8
3070.0;11.0;7.0;13425.0;53.0;40.0;3.0;1.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C02611;8
3056.0;1.0;33.0;3857.0;74.0;47.0;4.0;2.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C02620;7
3031.0;9.0;17.0;11637.0;54.0;45.0;4.0;4.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C02626;8
3000.0;12.0;2.0;13783.0;105.0;51.0;3.0;3.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C02629;7
3138.0;17.0;6.0;21606.0;211.0;135.0;10.0;1.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C02705;4
3033.0;14.0;1.0;17326.0;86.0;55.0;4.0;7.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C02803;6
3107.0;19.0;5.0;23288.0;151.0;113.0;6.0;1.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C02908;3
3087.0;2.0;5.0;5680.0;161.0;114.0;8.0;1.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C03007;1
3113.0;8.0;2.0;10233.0;62.0;47.0;3.0;2.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C03305;1
3072.0;7.0;8.0;9713.0;21.0;10.0;10.0;8.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C03505;2
3034.0;19.0;4.0;23210.0;109.0;68.0;6.0;2.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C05022;5
3051.0;20.0;5.0;23845.0;26.0;19.0;2.0;2.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C05003;2
3097.0;19.0;3.0;23109.0;74.0;48.0;4.0;4.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C05104;5
3033.0;14.0;1.0;17326.0;29.0;18.0;2.0;3.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;10C05202;2
3021.0;4.0;6.0;6876.0;192.0;145.0;5.0;2.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;10C05204;6
3070.0;11.0;7.0;13425.0;53.0;40.0;3.0;1.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;10D00104;1
3056.0;1.0;33.0;3857.0;74.0;47.0;4.0;2.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;10D00803;1
3000.0;12.0;2.0;13783.0;105.0;51.0;3.0;3.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;11B00402;1
3138.0;17.0;6.0;21606.0;211.0;135.0;10.0;1.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;11C00101;3
3029.0;1.0;28.0;2423.0;2.0;2.0;1.0;4.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;12A00101;1
3140.0;21.0;1.0;24265.0;16.0;11.0;4.0;1.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;12A00202;2
3146.0;22.0;5.0;25261.0;25.0;18.0;2.0;2.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;12A00302;2
3113.0;8.0;2.0;10233.0;62.0;47.0;3.0;2.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;12A00502;1
3051.0;20.0;5.0;23845.0;26.0;19.0;2.0;2.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;12A00601;1
3097.0;19.0;3.0;23109.0;74.0;48.0;4.0;4.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;12A00602;3
3134.0;9.0;17.0;11679.0;139.0;79.0;6.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;12A00603;4
3105.0;9.0;9.0;11337.0;52.0;36.0;3.0;3.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;12A00910;1
3143.0;21.0;1.0;24407.0;83.0;65.0;2.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;12A01009;1
3121.0;5.0;5.0;7860.0;38.0;27.0;3.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;12A01201;8
3071.0;14.0;1.0;17326.0;213.0;117.0;10.0;8.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;CPA00403;3
3056.0;1.0;33.0;3857.0;49.0;35.0;3.0;3.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;CPA00509;3
3024.0;2.0;1.0;5485.0;80.0;66.0;4.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;CPA00701;1
3024.0;2.0;1.0;5485.0;110.0;86.0;3.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;CPA00702;1
3108.0;18.0;3.0;22567.0;44.0;31.0;4.0;8.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;CPA00706;1
3031.0;9.0;17.0;11637.0;54.0;45.0;4.0;4.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;CPA00805;3
3096.0;19.0;5.0;23288.0;46.0;36.0;6.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3021.0;4.0;6.0;6876.0;30.0;25.0;7.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3049.0;15.0;2.0;18927.0;93.0;66.0;4.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3049.0;15.0;2.0;18927.0;22.0;14.0;1.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3049.0;15.0;2.0;18927.0;119.0;84.0;5.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3092.0;15.0;2.0;18951.0;114.0;86.0;6.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3033.0;14.0;1.0;17326.0;86.0;55.0;4.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3033.0;14.0;1.0;17326.0;86.0;55.0;4.0;7.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3067.0;18.0;3.0;22567.0;83.0;56.0;7.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3067.0;18.0;3.0;22567.0;83.0;56.0;7.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3107.0;19.0;5.0;23288.0;151.0;113.0;6.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3087.0;2.0;5.0;5680.0;161.0;114.0;8.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3072.0;7.0;8.0;9713.0;21.0;10.0;10.0;8.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3109.0;4.0;1.0;6433.0;137.0;112.0;5.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3082.0;15.0;2.0;18927.0;144.0;101.0;6.0;6.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3034.0;19.0;4.0;23210.0;109.0;68.0;6.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3051.0;20.0;5.0;23845.0;6.0;4.0;1.0;6.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3119.0;1.0;22.0;1733.0;141.0;106.0;9.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3097.0;19.0;3.0;23109.0;74.0;48.0;4.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3077.0;8.0;3.0;10289.0;165.0;93.0;8.0;3.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3077.0;8.0;3.0;10289.0;148.0;81.0;7.0;8.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;;
3029.0;1.0;28.0;2423.0;2.0;2.0;1.0;4.0;5;D;3;verificar que si falto indique cuantos dias falto ;05D00301;;;
3146.0;22.0;5.0;25261.0;25.0;18.0;2.0;2.0;5;D;3;verificar que si falto indique cuantos dias falto ;05D00301;;;
3024.0;2.0;1.0;5485.0;110.0;86.0;3.0;1.0;5;D;3;verificar que si no falto que no indique los dias ;05D00303;;;
3143.0;21.0;1.0;24407.0;83.0;65.0;2.0;1.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;;
3121.0;5.0;5.0;7860.0;38.0;27.0;3.0;2.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;;
3056.0;1.0;33.0;3857.0;49.0;35.0;3.0;3.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;;
3021.0;4.0;6.0;6876.0;30.0;25.0;7.0;2.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;;
3049.0;15.0;2.0;18927.0;119.0;84.0;5.0;2.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;;
3033.0;14.0;1.0;17326.0;86.0;55.0;4.0;1.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;;
3082.0;15.0;2.0;18927.0;144.0;101.0;6.0;6.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;;
3051.0;20.0;5.0;23845.0;6.0;4.0;1.0;6.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;;
3077.0;8.0;3.0;10289.0;148.0;81.0;7.0;8.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;;
3024.0;2.0;1.0;5485.0;80.0;66.0;4.0;1.0;5;D;4;verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ;05D00401;;;
3024.0;2.0;1.0;5485.0;110.0;86.0;3.0;1.0;5;D;4;verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ;05D00401;;;
3067.0;18.0;3.0;22567.0;83.0;56.0;7.0;2.0;5;D;4;verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ;05D00401;;;
3119.0;1.0;22.0;1733.0;141.0;106.0;9.0;1.0;5;D;4;verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ;05D00401;;;
3097.0;19.0;3.0;23109.0;74.0;48.0;4.0;2.0;5;D;4;verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ;05D00401;;;
3007.0;14.0;4.0;17550.0;80.0;44.0;5.0;2.0;5;D;4;verificar que si elige las 5 primeras opciones debe indicar donde lo atendieron y saltar las preguntas anteriores ;05D00402;;;
3123.0;13.0;29.0;17243.0;76.0;38.0;3.0;5.0;5;D;4;verificar que si elige las 5 primeras opciones debe indicar donde lo atendieron y saltar las preguntas anteriores ;05D00402;;;
3024.0;2.0;1.0;5485.0;80.0;66.0;4.0;1.0;5;D;4;verificar que si elige las 5 primeras opciones debe llevar datos en donde lo antendieron;05D00403;;;
3024.0;2.0;1.0;5485.0;110.0;86.0;3.0;1.0;5;D;4;verificar que si elige las 5 primeras opciones debe llevar datos en donde lo antendieron;05D00403;;;
