ENCUESTADOR;DEPTO;MUPIO;SECTOR;ESTRUCTURA;VIVIENDA;HOGAR;CP;CAPITULO;SECCION;PREGUNTA;DEFINICION DE INCONSISTENCIA;CODIGO ERROR;COMENTARIOS;;
3086.0;1.0;36.0;4914.0;9.0;7.0;1.0;1.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C00617;12
3130.0;14.0;13.0;18161.0;210.0;134.0;9.0;2.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C00822;11
3160.0;19.0;9.0;23395.0;25.0;22.0;2.0;3.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C00826;3
3146.0;22.0;5.0;25226.0;56.0;31.0;3.0;3.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C00930;11
3015.0;14.0;13.0;18253.0;35.0;22.0;2.0;5.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C01036;11
3160.0;19.0;9.0;23395.0;9.0;9.0;1.0;2.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C01356;11
3039.0;1.0;36.0;4914.0;159.0;175.0;9.0;3.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C01357;1
3039.0;1.0;36.0;4914.0;159.0;175.0;9.0;3.0;5;D;1;Verificacion cuando la persona si se enfermo;05D00102;;10C01458;11
3150.0;21.0;6.0;24686.0;145.0;97.0;8.0;1.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;10C01666;11
3029.0;1.0;24.0;2027.0;24.0;22.0;1.0;1.0;5;D;2;si fue al medico no debe responder si falto a su trabajo ;05D00201;;10C01669;11
3086.0;1.0;36.0;4914.0;9.0;7.0;1.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01672;11
3107.0;5.0;2.0;7717.0;81.0;72.0;6.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01675;11
3159.0;18.0;3.0;22531.0;161.0;138.0;8.0;4.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01678;11
3150.0;21.0;6.0;24686.0;145.0;97.0;8.0;5.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C017101;11
3130.0;14.0;13.0;18161.0;210.0;134.0;9.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01781;11
3110.0;13.0;11.0;16336.0;8.0;7.0;1.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01784;11
3160.0;19.0;9.0;23395.0;25.0;22.0;2.0;3.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01787;11
3049.0;15.0;4.0;19076.0;65.0;30.0;3.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01790;11
3146.0;22.0;5.0;25226.0;56.0;31.0;3.0;3.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01793;11
3146.0;22.0;5.0;25226.0;20.0;11.0;1.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01796;11
3117.0;9.0;20.0;11811.0;72.0;67.0;4.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01799;11
3096.0;5.0;2.0;7633.0;115.0;101.0;8.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01801;3
3015.0;14.0;13.0;18253.0;35.0;22.0;2.0;5.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;0;0
3153.0;21.0;1.0;24277.0;204.0;151.0;10.0;4.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C01803;11
3160.0;19.0;9.0;23395.0;9.0;9.0;1.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C02001;1
3038.0;3.0;1.0;5845.0;103.0;77.0;6.0;4.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C02002;11
3039.0;1.0;36.0;4914.0;159.0;175.0;9.0;3.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C02104;11
3039.0;1.0;36.0;4914.0;159.0;175.0;9.0;3.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C02105;11
3013.0;14.0;13.0;18161.0;180.0;119.0;8.0;2.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C02107;2
3160.0;19.0;9.0;23395.0;36.0;32.0;3.0;1.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C02304;5
3008.0;14.0;2.0;17456.0;65.0;46.0;4.0;3.0;5;D;2;Verificar si no fue al medico que no indique las otras preguntas del capitulo;05D00203;;10C02306;2
3107.0;5.0;2.0;7717.0;81.0;72.0;6.0;2.0;5;D;3;verificar que si falto indique cuantos dias falto ;05D00301;;10C02507;3
3150.0;21.0;6.0;24686.0;145.0;97.0;8.0;1.0;5;D;3;verificar que si falto indique cuantos dias falto ;05D00301;;10C02511;2
3150.0;21.0;6.0;24686.0;145.0;97.0;8.0;5.0;5;D;3;verificar que si falto indique cuantos dias falto ;05D00301;;10C02602;3
3029.0;1.0;24.0;2027.0;24.0;22.0;1.0;1.0;5;D;3;verificar que si falto indique cuantos dias falto ;05D00301;;10C02605;3
3049.0;15.0;4.0;19076.0;65.0;30.0;3.0;2.0;5;D;3;verificar que si falto indique cuantos dias falto ;05D00301;;10C02611;2
3030.0;1.0;28.0;2457.0;123.0;116.0;7.0;3.0;5;D;3;verificar que si no falto que no indique los dias ;05D00303;;10C02620;2
3159.0;18.0;3.0;22531.0;161.0;138.0;8.0;4.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;10C02626;2
3110.0;13.0;11.0;16336.0;8.0;7.0;1.0;1.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;10C02629;2
3146.0;22.0;5.0;25226.0;20.0;11.0;1.0;2.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;10C02704;2
3117.0;9.0;20.0;11811.0;72.0;67.0;4.0;1.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;10C02705;2
3013.0;14.0;13.0;18161.0;180.0;119.0;8.0;2.0;5;D;3;verificar que si no falto por enfermedad que indique cuantas veces fue al medico ;05D00304;;10C02803;2
3038.0;3.0;1.0;5845.0;103.0;77.0;6.0;4.0;5;D;4;verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ;05D00401;;10C02911;2
3008.0;14.0;2.0;17456.0;65.0;46.0;4.0;3.0;5;D;4;verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ;05D00401;;10C03007;2
3092.0;15.0;4.0;19163.0;41.0;31.0;4.0;1.0;5;D;4;verificar que si elige las 5 primeras opciones debe indicar donde lo atendieron y saltar las preguntas anteriores ;05D00402;;10C03010;2
3038.0;3.0;1.0;5845.0;103.0;77.0;6.0;4.0;5;D;4;verificar que si elige las 5 primeras opciones debe llevar datos en donde lo antendieron;05D00403;;10C03109;2
3008.0;14.0;2.0;17456.0;65.0;46.0;4.0;3.0;5;D;4;verificar que si elige las 5 primeras opciones debe llevar datos en donde lo antendieron;05D00403;;10C03205;1
3153.0;21.0;1.0;24277.0;204.0;151.0;10.0;4.0;5;D;4;Verificar si la variable tiene el codigo 6-9 o 98  debe estar lleno por que no consulto a un medico ;05D00405;;10C03209;2
3160.0;19.0;9.0;23395.0;36.0;32.0;3.0;1.0;5;D;4;Verificar si la variable tiene el codigo 6-9 o 98  debe estar lleno por que no consulto a un medico ;05D00405;;10C03308;2
3092.0;15.0;4.0;19163.0;41.0;31.0;4.0;1.0;5;D;6;Verificar si gasto o no y pasar a ultima pregunta del capitulo ;05D00603;;10C03405;1
3096.0;5.0;2.0;7633.0;115.0;101.0;8.0;1.0;5;D;8;Verificar si la variable tiene las validaciones correspondientes y tiene datos la sigueinte pregunta correspondiente;05D00802;;10C03408;2
3148.0;3.0;6.0;6100.0;6.0;2.0;1.0;2.0;5;D;17;Verificar si no lo hospitalizaron que no indique los dias ;05D01702;;10C03508;2
3148.0;3.0;6.0;6100.0;6.0;2.0;1.0;2.0;5;D;17;Verificar si no lo hospitalizaron que no indique los dias y que tampoco indique los servicios de hospitalizacion ;05D01703;;10C03608;2
3148.0;3.0;6.0;6100.0;6.0;2.0;1.0;2.0;5;D;18;Verificar si no pago dinero de hospitalizacion no debe llevar montos de servicios ;05D01804;;10C03705;1
3097.0;3.0;6.0;6100.0;157.0;106.0;7.0;4.0;6;A;2;el encuestado informó que inscribió a la persona en una ONG (P06A02 = 7) y está pagando colegiatura (P06A06A = 1).;06A00204;;10C03708;2
3081.0;8.0;6.0;10615.0;76.0;54.0;6.0;5.0;6;A;2;el encuestado informó que inscribió al estudiante en una institución pública, otra institución de gobierno central o comunitaria (P06A02 = 1, 2, 5) pero indicó que pagó por la inscripción o matrícula (P06A03A = 1).;06A00206;;10C03808;2
3064.0;16.0;8.0;20171.0;96.0;85.0;7.0;6.0;6;B;1;"Verifique sección B pregunta 1. Variable ""Edad"" menor a 7 ";06B00101;;10C03908;2
3155.0;21.0;1.0;24417.0;7.0;7.0;1.0;9.0;6;B;1;"Verifique sección B pregunta 1. Variable ""Edad"" menor a 7 ";06B00101;;10C04009;2
3148.0;3.0;6.0;6100.0;30.0;19.0;2.0;1.0;6;B;1;"Verifique sección B pregunta 1. Variable ""Edad"" menor a 7 ";06B00101;;10C04106;2
3148.0;3.0;6.0;6100.0;30.0;19.0;2.0;1.0;6;B;1;"Verifique sección B pregunta 1. Variable ""Edad"" menor a 7 ";06B00101;;10C04403;2
3130.0;14.0;13.0;18161.0;210.0;134.0;9.0;3.0;6;B;2;Verifique sección B pregunta 2. No sabe leer y escribir en un idioma indígena e indica uno de los idiomas;06B00201;;10C04608;2
3148.0;3.0;6.0;6100.0;82.0;54.0;4.0;1.0;6;B;2;Verifique sección B pregunta 2. No sabe leer y escribir en un idioma indígena e indica uno de los idiomas;06B00201;;10C04706;2
3159.0;18.0;3.0;22531.0;144.0;122.0;7.0;5.0;6;B;2;Verifique sección B pregunta 2. Ingreso de idioma diferente al rango;06B00202;;10C05001;4
3039.0;1.0;36.0;4914.0;61.0;70.0;4.0;3.0;6;B;2;Verifique sección B pregunta 2. Ingreso de idioma diferente al rango;06B00202;;10C05022;2
3159.0;18.0;3.0;22531.0;161.0;138.0;8.0;1.0;6;B;3;Verifique sección B pregunta 3. Reportó que nunca se ha inscrito en primaria y reporta que el nivel en el que se inscribió es primaria;06B00301;;10C05003;1
3068.0;18.0;5.0;22865.0;114.0;70.0;8.0;4.0;6;B;3;Verifique sección B pregunta 3. Reportó que nunca se ha inscrito en primaria y reporta que el nivel en el que se inscribió es primaria;06B00301;;10C05104;2
3060.0;12.0;1.0;13569.0;124.0;63.0;7.0;4.0;6;B;5;Verifique sección B pregunta 5. No se inscribió en algún plantel educativo y reporta nivel y grado inscrito;06B00501;;10C05204;1
3060.0;12.0;3.0;13817.0;67.0;46.0;5.0;1.0;6;B;5;Verifique sección B pregunta 5. No se inscribió en algún plantel educativo y reporta nivel y grado inscrito;06B00501;;10D00103;2
3110.0;13.0;11.0;16336.0;8.0;7.0;1.0;3.0;6;B;5;Verifique sección B pregunta 5. No se inscribió en algún plantel educativo y reporta nivel y grado inscrito;06B00501;;10D01405;1
3041.0;1.0;29.0;2656.0;80.0;78.0;5.0;2.0;6;B;5;Verifique sección B pregunta 5. No se inscribió en algún plantel educativo y reporta nivel y grado inscrito;06B00501;;10D01502;1
3125.0;3.0;14.0;6315.0;198.0;188.0;9.0;4.0;6;B;5;Verifique sección B pregunta 5. No se inscribió en algún plantel educativo y reporta nivel y grado inscrito;06B00501;;1E+102;11
3110.0;13.0;11.0;16336.0;8.0;7.0;1.0;3.0;6;B;11;Verifique sección B pregunta 11. Reporta que se  inscribió a un plantel educativo y no registra medio de transporte;06B01101;;10E00501;1
3155.0;21.0;1.0;24417.0;7.0;7.0;1.0;7.0;6;B;14;Verifique sección B pregunta 14. Registra  que no compra o alquila libros pero detalla monto;06B01402;;10E00801;1
3026.0;18.0;3.0;22531.0;83.0;67.0;4.0;7.0;6;B;16;Verifique sección B pregunta 16. Registró que no compró cuadernos y/o materiales escolares y detalla monto;06B01602;;10E00902;1
3085.0;5.0;5.0;7877.0;102.0;75.0;6.0;4.0;6;B;16;Verifique sección B pregunta 16. Registró que no compró cuadernos y/o materiales escolares y detalla monto;06B01602;;10E010G01;42
3085.0;5.0;5.0;7877.0;102.0;75.0;6.0;4.0;6;B;16;Verifique sección B pregunta 16. Registró que no compró cuadernos y/o materiales escolares y detalla monto;06B01602;;10E010H01;78
3060.0;12.0;1.0;13569.0;103.0;53.0;6.0;4.0;6;B;17;Verifique sección B pregunta 17. No compró cuadernos y detalla la manera en la que los obtuvo;06B01701;;11C00502;1
3158.0;8.0;8.0;10720.0;31.0;17.0;2.0;3.0;6;B;17;Verifique sección B pregunta 17. No compró cuadernos y detalla la manera en la que los obtuvo;06B01701;;12A00101;2
3160.0;19.0;9.0;23395.0;9.0;9.0;1.0;8.0;6;B;17;Verifique sección B pregunta 17. No compró cuadernos y detalla la manera en la que los obtuvo;06B01701;;12A00201;2
3148.0;3.0;6.0;6100.0;6.0;2.0;1.0;5.0;6;B;17;Verifique sección B pregunta 17. No compró cuadernos y detalla la manera en la que los obtuvo;06B01701;;12A00202;1
3057.0;11.0;9.0;13539.0;51.0;35.0;3.0;5.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;12A00302;3
3047.0;2.0;3.0;5603.0;121.0;95.0;9.0;3.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;12A00502;3
3014.0;1.0;30.0;3369.0;42.0;48.0;4.0;5.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;12A00602;3
3081.0;8.0;6.0;10615.0;76.0;54.0;6.0;2.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;12A00603;2
3081.0;8.0;6.0;10615.0;76.0;54.0;6.0;3.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;12A01201;4
3081.0;8.0;6.0;10615.0;76.0;54.0;6.0;4.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;13B00401;5
3102.0;1.0;30.0;3369.0;20.0;21.0;2.0;5.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;13B00701;1
3102.0;1.0;30.0;3369.0;153.0;117.0;9.0;3.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;14B01501;2
3102.0;1.0;30.0;3369.0;153.0;117.0;9.0;4.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;15A00102;4
3055.0;21.0;6.0;24686.0;165.0;110.0;9.0;4.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;15A00403;24
3055.0;21.0;6.0;24686.0;165.0;110.0;9.0;5.0;6;B;21;Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago;06B02101;;15A00503;24
3158.0;8.0;8.0;10720.0;31.0;17.0;2.0;3.0;6;B;23;Verifique sección B pregunta 23. Indica que no dejó de asistir por abandono y contiene valores en preguntas 24 y 25;06B02302;;16A00102;1
3023.0;3.0;4.0;6028.0;154.0;123.0;6.0;6.0;6;B;23;Verifique sección B pregunta 23. Indica que no dejó de asistir por abandono y contiene valores en preguntas 24 y 25;06B02302;;16F00101;16
3030.0;1.0;28.0;2457.0;123.0;116.0;7.0;4.0;6;B;24;Verifique sección B pregunta 24. Respondió a pregunta 24 y contiene valores en pregunta 25;06B02402;;16F00201;1
3148.0;3.0;6.0;6100.0;6.0;2.0;1.0;5.0;6;B;24;Verifique sección B pregunta 24. Respondió a pregunta 24 y contiene valores en pregunta 25;06B02402;;16F00301;1
3158.0;8.0;8.0;10720.0;31.0;17.0;2.0;3.0;6;B;25;Verifique sección B pregunta 25. Indica inscripción en el presente año escolar y en este campo indica razón por la que no está inscrito;06B02501;;16G00101;16
3030.0;1.0;28.0;2457.0;123.0;116.0;7.0;4.0;6;B;25;Verifique sección B pregunta 25. Indica inscripción en el presente año escolar y en este campo indica razón por la que no está inscrito;06B02501;;16H00101;16
3148.0;3.0;6.0;6100.0;6.0;2.0;1.0;5.0;6;B;25;Verifique sección B pregunta 25. Indica inscripción en el presente año escolar y en este campo indica razón por la que no está inscrito;06B02501;;16I0101;16
3060.0;12.0;1.0;13569.0;185.0;94.0;1.0;3.0;6;B;26;Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el nivel educativo de primaria e indica haber aprobado el nivel igual o mayor a primaria;06B02602;;17A00101;14
3159.0;18.0;3.0;22531.0;161.0;138.0;8.0;1.0;6;B;26;Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el nivel educativo de primaria e indica haber aprobado el nivel igual o mayor a primaria;06B02602;;17A00201;69
3068.0;18.0;5.0;22865.0;114.0;70.0;8.0;4.0;6;B;26;Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el nivel educativo de primaria e indica haber aprobado el nivel igual o mayor a primaria;06B02602;;17A00301;13
3148.0;3.0;6.0;6100.0;6.0;2.0;1.0;1.0;6;B;26;Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el nivel educativo de primaria e indica haber aprobado el nivel igual o mayor a primaria;06B02602;;17A00401;2
3161.0;20.0;3.0;23667.0;19.0;8.0;2.0;3.0;6;B;26;Verifique sección B pregunta 26. Indica tener aprobado el nivel preprimaria e indica grado escolar mayor a cero;06B02607;;17A00901;12
3092.0;15.0;4.0;19163.0;22.0;15.0;2.0;3.0;6;B;26;Verifique sección B pregunta 26. Valor diferente a los rangos de grado para primaria, básico y divesificado;06B02608;;17A01101;12
3092.0;15.0;4.0;19163.0;41.0;31.0;4.0;2.0;6;B;26;Verifique sección B pregunta 26. Valor diferente a los rangos de grado para primaria, básico y divesificado;06B02608;;17A01201;14
3138.0;17.0;11.0;22042.0;212.0;137.0;10.0;3.0;6;B;26;Verifique sección B pregunta 26. Valor diferente a los rangos de grado para primaria, básico y divesificado;06B02608;;17A01403;14
3039.0;1.0;36.0;4914.0;141.0;154.0;8.0;4.0;6;B;26;Verifique sección B pregunta 26. Valor diferente a los rangos de grado para primaria, básico y divesificado;06B02608;;17A01701;13
3015.0;14.0;13.0;18253.0;35.0;22.0;2.0;6.0;6;B;27;Verifique sección B pregunta 27. Indica no tener un título o diploma y registró respuesta a pregunta 28A;06B02702;;CCB00101;18
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;6.0;6;B;27;Verifique sección B pregunta 27. Indica no tener un título o diploma y registró respuesta a pregunta 28A;06B02702;;CCB00205;1
3091.0;22.0;15.0;25643.0;214.0;132.0;8.0;3.0;6;B;27;Verifique sección B pregunta 27. Indica no tener un título o diploma y registró respuesta a pregunta 28A;06B02702;;CCB00305;1
3030.0;1.0;24.0;2027.0;280.0;212.0;9.0;4.0;7;A;1;Indica que no asistió a un curso de capacitación pero proporcionó detalles del curso;07A00103;;CCC00201;20
3024.0;13.0;4.0;15868.0;69.0;34.0;4.0;3.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CCD00601;10
3024.0;13.0;4.0;15868.0;84.0;43.0;5.0;1.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CCD00701;10
3024.0;13.0;4.0;15868.0;84.0;43.0;5.0;2.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CCD00801;10
3155.0;21.0;1.0;24417.0;88.0;77.0;4.0;2.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CPA00403;2
3154.0;21.0;1.0;24417.0;241.0;195.0;10.0;1.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CPA00507;2
3080.0;13.0;9.0;16201.0;14.0;9.0;1.0;5.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CPA00509;2
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;2.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CPA00701;1
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;3.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CPA00702;1
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;4.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CPA00706;1
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;5.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CPA00803;2
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;6.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CPA00805;3
3039.0;1.0;36.0;4756.0;2.0;2.0;1.0;3.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;CPA00902;3
3039.0;1.0;36.0;4756.0;83.0;86.0;5.0;2.0;8;A;2;Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.;08A00201;;;0
3068.0;18.0;5.0;22865.0;14.0;11.0;2.0;4.0;8;A;2;Indicó que nació en otro país, pero también declaró que ha vivido en el mismo lugar toda su vida.;08A00203;;;0
3024.0;13.0;4.0;15868.0;69.0;34.0;4.0;3.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3024.0;13.0;4.0;15868.0;84.0;43.0;5.0;1.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3024.0;13.0;4.0;15868.0;84.0;43.0;5.0;2.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3155.0;21.0;1.0;24417.0;88.0;77.0;4.0;2.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3154.0;21.0;1.0;24417.0;241.0;195.0;10.0;1.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3080.0;13.0;9.0;16201.0;14.0;9.0;1.0;5.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;2.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;3.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;4.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;5.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;6.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3039.0;1.0;36.0;4756.0;2.0;2.0;1.0;3.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3039.0;1.0;36.0;4756.0;83.0;86.0;5.0;2.0;8;A;3;La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.;08A00301;;;0
3024.0;13.0;4.0;15868.0;69.0;34.0;4.0;3.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3024.0;13.0;4.0;15868.0;84.0;43.0;5.0;1.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3024.0;13.0;4.0;15868.0;84.0;43.0;5.0;2.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3155.0;21.0;1.0;24417.0;88.0;77.0;4.0;2.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3154.0;21.0;1.0;24417.0;241.0;195.0;10.0;1.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3080.0;13.0;9.0;16201.0;14.0;9.0;1.0;5.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;2.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;3.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;4.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;5.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;6.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
3039.0;1.0;36.0;4756.0;2.0;2.0;1.0;3.0;8;A;3;El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.;08A00302;;;0
