ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPÍTULO,SECCIÓN,PREGUNTA,DEFINICIÓN DE INCONSISTENCIA,CÓDIGO ERROR,COMENTARIOS
3067.0,17.0,8.0,21684.0,202.0,118.0,2.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3031.0,12.0,16.0,14853.0,34.0,26.0,3.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3026.0,18.0,1.0,22309.0,77.0,68.0,5.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3079.0,9.0,1.0,10807.0,61.0,53.0,6.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3001.0,4.0,7.0,6951.0,49.0,41.0,3.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3000.0,12.0,10.0,14441.0,65.0,32.0,2.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3028.0,14.0,12.0,18084.0,64.0,38.0,3.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3028.0,14.0,12.0,18084.0,64.0,38.0,3.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3128.0,16.0,1.0,19549.0,61.0,46.0,1.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3023.0,4.0,7.0,6951.0,2.0,1.0,1.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3046.0,5.0,1.0,7476.0,92.0,84.0,5.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3054.0,18.0,1.0,22309.0,92.0,83.0,6.0,0.0,2,A,1,"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A05 o P02A05A",02A00105,
3069.0,10.0,9.0,12568.0,226.0,129.0,10.0,0.0,2,A,1,"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A05 o P02A05A",02A00105,
3032.0,1.0,32.0,3780.0,39.0,28.0,2.0,0.0,2,A,1,"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A05 o P02A05A",02A00105,
3069.0,10.0,9.0,12568.0,226.0,129.0,10.0,0.0,2,A,1,"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A04 o P02A04B",02A00107,
3032.0,1.0,32.0,3780.0,39.0,28.0,2.0,0.0,2,A,1,"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A04 o P02A04B",02A00107,
3082.0,15.0,4.0,19151.0,53.0,30.0,4.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3070.0,11.0,1.0,13146.0,111.0,70.0,1.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3148.0,22.0,1.0,24989.0,18.0,10.0,10.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3151.0,22.0,1.0,24835.0,81.0,54.0,1.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3151.0,22.0,1.0,24835.0,13.0,11.0,1.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3043.0,7.0,3.0,9442.0,150.0,101.0,9.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3140.0,21.0,1.0,24364.0,38.0,26.0,9.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3022.0,1.0,23.0,1888.0,176.0,142.0,7.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3038.0,3.0,1.0,5901.0,275.0,277.0,10.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3038.0,3.0,1.0,5901.0,155.0,162.0,6.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3125.0,3.0,14.0,6310.0,121.0,104.0,5.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3068.0,17.0,7.0,21623.0,11.0,7.0,4.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3024.0,2.0,3.0,5600.0,170.0,126.0,2.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3083.0,12.0,16.0,14853.0,214.0,146.0,1.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3046.0,5.0,1.0,7286.0,188.0,197.0,9.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3126.0,7.0,5.0,9541.0,16.0,13.0,1.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3126.0,7.0,5.0,9541.0,16.0,13.0,1.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3065.0,19.0,9.0,23387.0,67.0,60.0,4.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3114.0,5.0,1.0,7286.0,169.0,174.0,8.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3116.0,19.0,1.0,23009.0,23.0,21.0,2.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3038.0,3.0,1.0,5901.0,204.0,219.0,8.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3032.0,1.0,29.0,3307.0,108.0,117.0,8.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3032.0,1.0,29.0,3307.0,108.0,117.0,8.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3075.0,11.0,6.0,13329.0,156.0,136.0,7.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3026.0,18.0,1.0,22309.0,77.0,68.0,5.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3126.0,5.0,13.0,8475.0,156.0,124.0,10.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3034.0,19.0,4.0,23172.0,50.0,27.0,3.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3050.0,3.0,2.0,5953.0,89.0,107.0,5.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3082.0,15.0,3.0,19053.0,70.0,59.0,4.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3082.0,15.0,4.0,19151.0,40.0,22.0,3.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3082.0,15.0,4.0,19151.0,40.0,22.0,3.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3092.0,15.0,3.0,19013.0,49.0,35.0,3.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3051.0,20.0,1.0,23590.0,137.0,99.0,7.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3046.0,5.0,1.0,7476.0,152.0,146.0,9.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3076.0,3.0,8.0,6164.0,66.0,49.0,3.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3137.0,10.0,9.0,12568.0,203.0,115.0,8.0,0.0,2,B,4,"Si la respueta fue 1, la siguientes variables tienen informacion",02B00401,
3083.0,12.0,15.0,14649.0,133.0,121.0,4.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3064.0,16.0,7.0,20143.0,118.0,94.0,1.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3094.0,17.0,7.0,21198.0,126.0,65.0,6.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3119.0,1.0,1.0,29.0,185.0,160.0,10.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3004.0,14.0,13.0,18227.0,36.0,27.0,2.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3095.0,12.0,5.0,13938.0,1.0,1.0,1.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3057.0,10.0,19.0,12939.0,212.0,155.0,9.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3057.0,11.0,6.0,13294.0,119.0,94.0,6.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3057.0,11.0,6.0,13294.0,58.0,40.0,3.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3093.0,7.0,5.0,9525.0,171.0,128.0,7.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3004.0,14.0,13.0,18227.0,225.0,148.0,10.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3131.0,4.0,4.0,6737.0,191.0,144.0,5.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3003.0,5.0,7.0,8104.0,133.0,105.0,5.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3060.0,12.0,7.0,14180.0,6.0,5.0,2.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3038.0,3.0,8.0,6164.0,163.0,133.0,8.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3106.0,3.0,2.0,5932.0,23.0,23.0,2.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3094.0,17.0,7.0,21198.0,5.0,3.0,1.0,3.0,4,A,2,Responder nivel educativo del padre cuando la respuesta sea SI en la pregunta 1,04A00201,
3048.0,5.0,1.0,7349.0,250.0,236.0,11.0,8.0,4,A,2,Responder nivel educativo del padre cuando la respuesta sea SI en la pregunta 1,04A00201,
3074.0,9.0,21.0,11980.0,130.0,95.0,3.0,3.0,4,A,2,Responder nivel educativo del padre cuando la respuesta sea SI en la pregunta 1,04A00201,
3094.0,17.0,7.0,21198.0,5.0,3.0,1.0,3.0,4,A,3,Responder cualquier idioma que habla el padre cuando la respuesta sea SI en la pregunta 1,04A00301,
3048.0,5.0,1.0,7349.0,250.0,236.0,11.0,8.0,4,A,3,Responder cualquier idioma que habla el padre cuando la respuesta sea SI en la pregunta 1,04A00301,
3083.0,12.0,15.0,14649.0,133.0,121.0,4.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3064.0,16.0,7.0,20143.0,118.0,94.0,1.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3094.0,17.0,7.0,21198.0,126.0,65.0,6.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3119.0,1.0,1.0,29.0,185.0,160.0,10.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3004.0,14.0,13.0,18227.0,36.0,27.0,2.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3095.0,12.0,5.0,13938.0,1.0,1.0,1.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3057.0,10.0,19.0,12939.0,212.0,155.0,9.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3057.0,11.0,6.0,13294.0,119.0,94.0,6.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3057.0,11.0,6.0,13294.0,58.0,40.0,3.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3093.0,7.0,5.0,9525.0,171.0,128.0,7.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3004.0,14.0,13.0,18227.0,225.0,148.0,10.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3131.0,4.0,4.0,6737.0,191.0,144.0,5.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3003.0,5.0,7.0,8104.0,133.0,105.0,5.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3060.0,12.0,7.0,14180.0,6.0,5.0,2.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3038.0,3.0,8.0,6164.0,163.0,133.0,8.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3106.0,3.0,2.0,5932.0,23.0,23.0,2.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3103.0,17.0,11.0,22025.0,62.0,36.0,4.0,3.0,4,A,5,Responder nivel educativo de la madre cuando la respuesta sea SI en la pregunta 4,04A00501,
3048.0,5.0,1.0,7349.0,250.0,236.0,11.0,8.0,4,A,5,Responder nivel educativo de la madre cuando la respuesta sea SI en la pregunta 4,04A00501,
3089.0,9.0,24.0,12093.0,178.0,79.0,3.0,4.0,4,A,5,Responder nivel educativo de la madre cuando la respuesta sea SI en la pregunta 4,04A00501,
3083.0,12.0,15.0,14649.0,133.0,121.0,4.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3064.0,16.0,7.0,20143.0,118.0,94.0,1.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3072.0,7.0,19.0,9980.0,44.0,28.0,3.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3094.0,17.0,7.0,21198.0,126.0,65.0,6.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3119.0,1.0,1.0,29.0,185.0,160.0,10.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3004.0,14.0,13.0,18227.0,36.0,27.0,2.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3095.0,12.0,5.0,13938.0,1.0,1.0,1.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3057.0,10.0,19.0,12939.0,212.0,155.0,9.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3057.0,11.0,6.0,13294.0,119.0,94.0,6.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3057.0,11.0,6.0,13294.0,58.0,40.0,3.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3093.0,7.0,5.0,9525.0,171.0,128.0,7.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3004.0,14.0,13.0,18227.0,225.0,148.0,10.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3131.0,4.0,4.0,6737.0,191.0,144.0,5.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3003.0,5.0,7.0,8104.0,133.0,105.0,5.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3060.0,12.0,7.0,14180.0,6.0,5.0,2.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3038.0,3.0,8.0,6164.0,163.0,133.0,8.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3106.0,3.0,2.0,5932.0,23.0,23.0,2.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3097.0,19.0,9.0,23387.0,109.0,95.0,6.0,5.0,4,A,9,"Responder ""SI o NO"" si se utiliza vestimenta maya, garífuna, afrodescendiente o xinka, si el pueblo NO corresponde a los ya mencionados",04A00902,
3001.0,4.0,12.0,7128.0,372.0,336.0,1.0,1.0,4,A,9,"Responder ""SI o NO"" si se utiliza vestimenta maya, garífuna, afrodescendiente o xinka, si el pueblo NO corresponde a los ya mencionados",04A00902,
3101.0,6.0,13.0,9220.0,133.0,102.0,7.0,1.0,4,A,9,"Responder ""SI o NO"" si se utiliza vestimenta maya, garífuna, afrodescendiente o xinka, si el pueblo NO corresponde a los ya mencionados",04A00902,
3013.0,8.0,5.0,10585.0,130.0,59.0,9.0,6.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno tiene una discapacidad,04A01101,
3075.0,11.0,3.0,13215.0,71.0,49.0,3.0,3.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno tiene una discapacidad,04A01101,
3051.0,20.0,1.0,23590.0,38.0,28.0,2.0,2.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno tiene una discapacidad,04A01101,
3129.0,9.0,1.0,11012.0,38.0,15.0,5.0,2.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno tiene una discapacidad,04A01101,
3028.0,14.0,10.0,17946.0,12.0,8.0,1.0,10.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla,04A01102,
3028.0,14.0,10.0,17946.0,107.0,70.0,5.0,6.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla,04A01102,
3048.0,5.0,1.0,7349.0,250.0,236.0,11.0,8.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla,04A01102,
3134.0,12.0,19.0,15019.0,25.0,23.0,1.0,6.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla,04A01102,
3098.0,12.0,19.0,15019.0,189.0,158.0,1.0,6.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla,04A01102,
3028.0,14.0,12.0,18084.0,2.0,2.0,1.0,5.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla,04A01102,
3126.0,5.0,13.0,8475.0,136.0,111.0,9.0,8.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla,04A01102,
3028.0,14.0,12.0,18084.0,64.0,38.0,3.0,6.0,4,A,11,Pregunta que otro idioma habla cuando en el idioma materno dice que aún no habla,04A01102,
3028.0,14.0,10.0,17946.0,12.0,8.0,1.0,10.0,4,A,12,Pregunta que idioma habla con mas frecuencia cuando en el idioma materno dice que aún no habla,04A01202,
3126.0,5.0,13.0,8475.0,136.0,111.0,9.0,8.0,4,A,12,Pregunta que idioma habla con mas frecuencia cuando en el idioma materno dice que aún no habla,04A01202,
3101.0,6.0,1.0,8591.0,137.0,112.0,1.0,1.0,4,A,12,Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma),04A01203,
